ID,Purchase
228383,73.47794
381742,130.80527
168675,39.745285
485346,107.51175
346776,113.63037
412028,81.32333
70602,123.2439
524070,113.43674
248939,124.15551
373666,161.10161
89737,85.58254
314946,148.18817
420525,149.60075
185919,59.854908
448555,157.5038
12522,63.189545
421579,112.84795
99953,112.32079
507189,29.084927
281777,91.24468
499927,78.42242
480659,110.741104
231817,57.500523
291910,76.12679
470260,93.68704
278094,118.98435
73344,106.305565
334182,60.717068
499346,128.71022
206649,154.19325
207847,121.18888
263763,70.07764
515518,123.7828
502023,190.3139
261588,140.11021
463382,167.85802
85598,88.676704
135091,184.97758
136171,120.85059
36411,95.138794
494588,115.69348
206403,114.367805
223588,119.85957
375894,207.08867
341948,213.8349
486289,110.99232
424961,0.6179216
355785,98.855606
495020,80.24329
116360,76.965515
226200,138.43378
438708,135.70232
381975,188.1219
545835,244.63141
346649,82.86939
529004,71.86661
418429,174.97891
145002,82.70773
106777,87.55007
395185,62.675682
106871,86.37664
150674,87.636
327962,70.01126
235386,154.49991
266202,97.86518
542149,193.21107
473813,95.32015
286762,187.58365
402754,223.18137
92568,88.696556
172781,87.96255
524172,76.51935
531833,142.04965
273714,197.74754
441124,112.04395
217281,110.99189
97479,88.18967
336161,105.112625
447409,87.200356
112973,35.499302
520215,82.27854
457108,101.75594
375295,204.86266
373653,151.6128
185617,70.84226
158432,129.51921
57445,117.094475
348910,162.16158
299729,134.18384
91095,106.80431
195546,85.5063
173332,62.3595
46436,80.67274
36071,114.972244
431667,105.67883
475936,207.98558
288768,74.55711
462587,102.00146
8508,98.266235
510882,71.39192
491886,181.86737
338497,57.643303
416579,121.84451
33935,188.15948
180381,103.780716
345547,186.00105
449245,90.77424
134989,147.15929
183964,136.99527
415312,238.38269
321272,80.19599
332940,238.31158
530167,66.9913
49252,113.43591
246954,203.93933
193462,70.2237
275794,96.968796
397170,86.47917
181992,353.44208
311033,263.997
198251,153.00981
223921,138.39201
416743,129.8646
103041,19.27844
357546,83.459526
324830,143.41336
377086,197.24904
116722,132.74678
382206,156.21877
436427,119.24074
435740,181.72879
280464,214.73749
255273,103.65734
529716,59.592403
148412,227.42062
103464,57.307114
378990,55.773766
213622,83.81283
186135,79.91541
64765,106.14045
258626,95.32866
427173,101.32537
68244,67.04382
175816,30.084414
335245,242.00969
9403,87.99333
89173,114.049194
462119,129.0789
491141,109.927025
427435,139.3187
218004,109.58349
193430,103.422516
226819,64.3699
304143,107.273575
76958,85.16427
333837,149.14433
240843,157.95567
341657,116.445694
279797,189.14462
373222,104.60994
269929,119.68873
93592,108.934845
161628,93.50187
433781,86.91123
333164,77.79545
81562,143.66951
242735,99.598045
424113,74.931465
139122,45.805573
131705,42.447227
107677,61.286427
109578,74.62815
9470,90.89713
87426,123.55059
224055,110.62796
255328,93.258995
160023,77.09092
333277,87.21115
165936,105.430504
314714,126.922134
316339,21.713163
427101,145.05379
194978,159.63039
89192,165.33316
498359,175.1448
343681,65.185326
48335,195.59663
121821,90.947365
403588,80.46993
469917,41.925503
368883,72.75309
416406,176.66959
229011,104.55264
541250,106.41005
482123,69.69314
497434,81.61501
131174,70.82071
368432,104.04969
369422,72.97224
413212,110.44375
118142,75.91733
328,82.44684
341876,46.719357
275606,71.50788
242654,78.07311
163104,156.39009
473025,88.46508
200,92.94995
521911,114.69589
459581,157.64552
17881,275.3233
450727,75.017265
510026,118.566696
185159,111.30401
223507,109.0729
285995,126.3213
170608,170.49005
316090,82.4998
211834,63.029263
111181,156.9419
19857,100.22609
534031,119.214775
226348,191.30266
362435,238.59612
429994,183.18896
157508,74.406296
77333,105.46916
307822,117.16137
6957,18.416674
121392,134.94878
365954,72.636116
277589,242.55893
63102,144.75117
157290,67.83889
535606,209.21152
495731,118.49998
457792,145.67493
399365,93.1138
62024,129.16759
209130,60.9439
155089,113.447296
493832,113.17733
293148,105.40631
125380,157.42996
217617,91.2077
370612,121.32793
178821,135.0086
218434,130.39151
307352,108.09933
18836,190.90355
20638,86.51055
125308,111.432434
420694,78.62993
190320,166.14667
137400,363.5728
449449,119.2134
428540,134.7704
509912,195.93054
244918,81.94732
184830,102.12026
543521,79.42779
539696,142.43132
232851,166.2034
538485,78.65953
460767,114.04077
422220,93.66197
38060,54.57136
473837,102.74254
261878,139.35258
82233,88.86396
377580,175.85683
133387,155.8248
372459,101.53517
504565,78.053375
112227,49.886707
37353,54.51105
79589,123.50576
348672,132.10355
455910,83.858475
433961,131.05363
357259,80.55929
28928,117.69894
330760,97.9746
315683,94.54044
19547,123.519394
211024,103.56607
73013,77.443756
532868,187.05656
513183,152.34616
123613,127.936295
289962,111.15315
366785,56.864777
104308,120.26326
535417,120.43733
267019,91.69672
28732,146.04971
39313,178.23643
418374,148.41492
279079,243.61444
302488,210.98976
73793,102.209236
371560,191.06892
95849,134.13509
227901,144.19247
491386,103.30661
263852,92.72861
369648,194.2991
537584,180.90964
285076,89.990685
511537,111.93003
361248,120.35772
178304,108.508125
415033,100.36342
258157,113.776596
502566,125.031746
357761,100.30131
132008,43.793736
214369,81.99784
446021,92.90758
104240,137.33232
462523,95.52758
535512,152.99823
521254,105.80507
92404,132.69981
511746,120.45118
92266,116.42286
141247,58.667477
428332,212.89095
323068,142.66139
235534,126.03337
425360,173.76704
309239,81.53879
234799,158.9317
107387,126.99958
347347,116.94196
418345,143.23175
295220,13.559348
304041,48.056934
73564,104.894165
523212,183.30031
187641,77.669754
295336,20.116917
300533,111.21103
271169,129.00377
434326,136.98668
366681,83.991425
282879,187.47714
462669,130.67445
321618,19.41739
125718,166.95262
454064,131.76741
164252,113.64534
377315,251.29874
205409,312.28378
174361,231.49457
230652,67.28169
400675,42.02632
424976,61.744923
507682,311.60754
215728,167.90024
277402,302.2237
155806,70.426315
109716,116.08039
96203,85.919044
318802,153.10367
45214,85.484474
357973,143.73828
502132,153.76811
242086,61.053947
238445,99.33812
79664,161.17116
220381,81.71811
404914,44.393135
242231,144.80795
383499,55.627884
389833,191.39671
525851,93.40108
395094,60.576027
241313,109.37632
466884,60.879875
79320,84.798744
362576,325.81302
456428,161.14833
8190,87.36449
419225,107.19531
383368,80.30468
452508,128.35117
228037,84.94391
89833,116.69202
176290,124.872765
168550,86.29785
126167,145.01411
378429,150.156
234691,95.09638
51947,26.276844
226953,40.062702
369363,62.538605
428673,180.1644
72064,127.1273
444835,81.79455
100371,134.12132
455794,113.11955
357123,107.6414
384983,171.1175
403950,69.09445
424153,76.185165
49997,76.173164
103778,86.49213
79253,79.25019
393264,202.94637
333668,155.4638
413748,62.53662
143809,47.316654
262451,139.27765
335246,215.84451
181503,86.3816
342009,56.4475
240114,90.74714
497624,128.80101
354222,154.10576
38260,47.064705
140635,132.30547
443069,67.97334
229161,220.2944
184167,117.44948
333407,64.28999
324617,151.66347
465855,111.1177
110532,113.13083
362437,208.6363
25176,70.69589
186812,153.26068
138491,161.1052
439148,103.492134
353594,97.38186
144165,49.180214
449091,76.39168
468728,128.49774
235319,99.577835
290300,56.711
430465,135.7871
286400,196.9817
45696,98.207085
348397,133.00041
287356,81.86205
191269,138.8291
82185,134.46869
160087,101.30488
207389,99.563736
194790,167.84383
501566,156.46478
52457,99.26177
420913,69.756935
243494,134.40071
25179,78.6914
257556,164.8903
327548,188.56773
109564,64.614
198241,122.98948
323508,6.3966694
417552,101.032135
279810,182.58115
86837,193.0724
466577,159.4598
250278,247.26735
497317,77.749664
386849,290.20474
533698,104.219345
178648,148.12363
263670,89.17416
68133,105.57624
27107,84.57988
440275,51.68761
70375,110.645134
486178,152.49399
417005,74.75561
26324,98.98453
209985,260.08292
488638,65.3418
319402,97.51785
520074,74.5326
298967,53.942036
12322,68.72689
74692,155.86356
3439,102.50918
177595,97.77238
462191,92.189026
97340,106.39911
520191,83.97596
404458,61.70139
532192,209.10583
217573,97.45444
230137,70.82734
360707,102.77888
352239,67.52148
406622,188.82117
356915,70.6298
403546,44.481297
127325,75.464714
98404,102.50919
49117,102.89063
109005,112.01382
46954,87.17832
478479,96.56577
184997,155.68625
284540,93.82586
476753,76.907845
124233,139.45737
347901,108.72339
339581,198.25137
345715,226.28052
249824,181.75302
65341,71.5887
535382,188.44853
504413,82.003426
390000,139.09943
68908,105.6967
155074,92.43694
337855,75.65768
349970,99.64244
210421,110.83931
140933,57.292942
529085,59.924564
72194,160.87099
342645,59.777218
201318,75.29778
514404,111.674385
521677,230.59798
357350,91.986176
245917,67.2527
332803,310.59583
384177,86.25655
397923,13.153554
223616,105.64454
320109,156.36229
494084,94.77654
544055,93.21982
330123,116.96189
339235,110.623665
159107,194.03857
521405,189.83731
364970,106.42338
3256,125.05347
372972,135.95047
271,52.27679
360311,214.68701
214150,129.73949
244449,89.9013
206184,95.441475
469446,97.76325
411227,188.64359
405090,40.85878
219101,75.74731
8663,59.00933
538702,185.7824
352732,33.579594
328721,126.99663
420527,107.39295
161082,107.795235
166394,161.53294
302252,101.436195
358777,149.36996
374313,77.00646
274144,127.86047
254257,81.177795
174813,342.8371
265211,93.915306
111565,151.25749
112496,53.929947
514621,116.5603
31412,179.10501
417139,52.69749
501376,181.99919
44645,128.34335
32029,128.30637
141482,100.78029
525877,81.66167
244076,70.33363
167090,138.91472
69443,72.7065
319271,123.88203
387617,90.3311
245567,66.57709
210250,134.83826
292430,100.110344
498088,159.1857
253936,92.95832
268001,31.252563
83875,147.80011
379589,67.16017
85246,119.48573
438949,79.018
524211,75.17523
310561,267.18805
313162,89.75368
96025,101.06967
239612,36.497417
330706,70.13992
408333,120.37293
535518,129.49841
262357,154.44872
331870,129.81271
71469,91.34849
103211,66.97726
86783,171.60121
53712,95.13952
357158,66.336334
268266,192.12944
525753,130.78647
161259,66.520256
428788,132.34811
338694,80.34454
471,135.0887
40640,65.21881
161472,65.09657
368080,93.80794
226179,144.70186
80842,147.80972
197072,104.309204
525365,79.986115
4579,133.63889
319839,100.43713
160971,127.05447
400137,121.79946
81962,74.45087
17832,108.586525
220056,59.424423
221242,137.18288
326186,66.269196
250908,114.25605
226615,150.76657
241703,123.88228
318856,122.010925
196928,163.13062
147335,206.72176
368485,182.874
484106,130.06987
201750,77.29117
270909,95.8479
126180,123.49258
50173,87.20437
466784,98.52251
267703,126.011795
9463,122.694595
500634,76.84854
81351,149.55435
95595,62.013676
227195,76.08207
547555,105.59646
361323,260.54895
213155,91.45158
344085,121.65847
306867,76.808685
110874,73.91624
111807,214.5033
3064,135.54526
357521,93.36488
3696,129.28703
212176,106.244804
173079,108.73545
184175,105.21225
50220,128.7888
362294,255.63783
92323,129.06534
525945,138.57588
210646,106.9007
173442,44.388054
74098,106.63443
518429,114.52394
415425,165.48703
450971,69.815056
413872,95.86792
68364,105.3735
235879,90.70321
423856,77.1726
432139,104.1462
201527,46.49978
225490,86.22635
529461,95.69529
442422,123.02505
541233,69.17959
104305,160.75862
227530,80.25405
536381,94.94932
362255,270.59845
307,49.634274
378199,96.364334
362256,253.97156
502136,212.6941
424761,26.072035
307766,111.8017
370223,183.04878
94191,95.73553
262721,120.08993
480296,88.17115
32406,145.22694
71164,144.60191
138584,267.01566
407654,82.67858
437333,87.57875
394803,85.440155
456935,112.46704
386971,373.341
532218,187.2682
362421,256.3992
202917,294.937
174389,256.70993
393878,103.91011
230400,100.349945
190082,136.34163
284993,125.91943
8051,105.64759
463292,143.68892
262800,128.42503
329856,151.0876
175380,81.56681
388620,81.36775
493719,119.64928
437156,77.16152
174963,265.57797
454611,109.892075
224481,141.08862
333182,74.929955
480289,144.34276
273153,120.465
261545,105.44
141994,118.78633
247260,205.33316
231114,112.008194
350379,99.27804
363467,80.87784
210297,135.83936
402095,157.37593
426289,65.188126
431924,85.80226
520544,107.297554
20228,64.11043
187982,103.28047
348030,144.95595
509857,147.22972
14206,168.43513
339145,178.30588
412406,89.793274
474874,199.35992
449959,80.965546
364315,67.60754
521220,82.193054
348628,108.45724
480327,91.656525
6518,91.732185
345098,224.70409
179265,111.46935
78632,143.61804
419844,258.07202
319884,105.14444
429938,105.35309
43474,240.35353
29202,136.08028
414015,146.05643
501043,66.959595
166908,86.26202
485012,120.1311
54829,113.90245
295379,113.36543
76585,74.55206
448139,218.44229
479481,83.32661
173661,104.5733
324530,75.12869
213272,58.99428
275191,93.340195
497829,142.29944
208592,82.89553
460319,55.411327
505921,159.50232
79298,120.58616
370884,63.814495
56586,152.98662
118850,103.847046
130380,84.848755
192300,112.61576
4826,87.86259
94314,93.29065
168154,55.206215
179523,116.437065
166796,143.52063
482529,87.20631
291448,154.24315
500806,100.3495
83556,123.45378
348995,164.61331
156573,104.501854
251685,112.39553
311385,170.75089
93892,90.232086
46548,110.09869
61947,137.52316
177917,112.96264
304240,84.93765
61209,102.00002
180920,68.81268
430429,163.36873
366716,65.157486
410842,143.20158
320113,115.50483
71682,144.33542
394288,111.9398
525092,73.93818
107308,73.06305
146201,152.88156
535363,114.58652
233064,199.03374
492816,66.01167
347205,189.6986
246279,92.07366
327039,75.374405
37994,43.7503
297401,102.75891
15702,77.21699
298828,42.80007
292074,101.57913
336057,81.94367
147428,314.7693
1695,94.135544
347068,303.32855
162196,78.86326
193866,64.20682
300366,44.590675
64821,120.47948
173088,73.64367
535563,177.17583
90475,94.93317
344683,135.6913
270148,190.0901
470656,119.28233
21830,178.82268
273987,155.61218
160698,117.91752
199994,154.4837
205813,256.91196
339947,145.86302
135407,106.77272
91719,66.19007
376681,237.65665
33956,220.26054
369305,123.03084
149937,167.01611
332925,31.657024
275752,89.09663
181451,114.200264
524712,52.911495
248008,201.93175
352795,154.78104
108351,115.6068
92042,60.92513
28773,158.5845
150438,10.443471
111101,127.610306
539672,160.78734
193890,92.88493
462570,184.23631
196358,97.867325
63786,75.0196
461086,75.965775
425902,112.96831
354047,130.16264
527247,125.976715
5560,138.93375
266294,102.0886
75011,49.63487
477506,143.43658
152450,76.69537
248773,136.5699
407812,147.80766
472422,147.90088
541121,99.026115
361619,261.81967
12420,60.373623
8462,147.00856
211683,107.25857
442158,79.87731
263334,125.9136
497656,38.69165
186344,125.94694
15049,91.50084
380161,87.031944
261046,210.20805
439617,121.45947
251154,126.55704
114443,106.72435
13181,173.53836
526329,74.148254
166281,225.46075
547945,92.830315
102420,150.19112
441144,76.13429
358520,146.01326
415738,176.53941
36189,84.45281
306173,313.3841
446311,81.932884
378249,81.00822
460065,98.10712
438263,150.65492
89088,145.11116
161273,61.70392
337076,140.22832
148372,173.16768
95198,71.86915
416595,126.228134
518587,256.17496
377660,172.83197
379985,93.02976
293830,139.61542
378340,34.512684
351848,115.39983
516868,109.005486
209576,106.25595
80970,89.189476
298129,129.09528
341785,79.44871
8701,84.09721
271910,87.83099
435254,27.226736
90709,76.97308
342446,52.559288
354515,118.564804
182189,230.827
217189,91.558846
244204,87.76419
484593,71.65264
288533,78.44058
372131,170.3908
93634,142.89816
4475,125.01061
377312,153.29242
285125,119.2468
414395,83.7648
287060,254.03136
520235,75.59369
256304,67.37132
26034,135.58646
85573,82.61268
229373,132.63814
280321,156.51712
354522,183.63197
470221,102.66404
141533,122.80816
410306,82.10466
100137,98.84243
196749,93.95413
543695,80.404236
101422,139.13249
379537,75.301544
354592,137.61342
194894,146.87486
250320,167.11986
216332,142.14842
49975,150.03535
351924,100.8804
476828,80.02003
333473,166.05557
374809,92.0334
257534,106.15513
433344,106.719025
398944,88.11235
137930,324.19943
118706,44.442924
369948,106.53414
367588,139.75064
298939,50.757782
337967,31.147749
236506,129.2158
466333,83.27096
516184,114.81851
452199,160.0757
254805,76.15176
470713,85.62623
56646,242.15524
122433,162.60226
455901,97.46732
411831,80.98183
248003,185.7023
401133,58.497986
218887,82.03391
185821,51.95314
474438,104.03456
346102,58.368378
427900,140.34384
496510,108.65031
194374,130.24239
395470,80.29175
373272,91.74003
454519,128.53185
288202,81.34016
415053,86.82021
315830,96.9057
239395,40.684025
67543,102.65075
405583,81.209015
168684,57.499226
313074,170.71219
137737,377.64188
142104,112.40149
532516,113.9094
342484,72.26775
147925,235.61482
394282,152.41525
353033,90.84636
372519,118.54417
369248,96.190636
28126,46.623806
493541,88.02601
341437,208.88503
180280,112.363144
520657,112.407524
177786,103.50583
350675,86.451485
545054,139.5939
368960,125.444984
52789,94.32116
122576,152.08405
320586,182.38884
133069,98.92703
303292,169.26825
476075,133.43942
289505,120.2128
527513,86.953094
35446,190.1214
250983,226.35619
131097,66.078255
539186,241.76729
393046,173.00742
361118,37.515488
256755,57.19565
375116,304.14584
282378,210.79495
277172,380.42255
158915,84.21041
254713,109.006226
94091,125.29124
109063,113.1871
138198,215.55292
283142,169.21622
307924,116.65532
287676,111.92059
378310,96.984215
54095,108.19609
8048,68.326416
149157,141.75198
412763,123.987206
167636,88.62823
27035,90.43444
478144,57.53218
298580,78.42611
182911,92.34276
28676,131.75952
415465,187.06369
51332,137.09218
101791,9.584727
136813,103.51763
272898,90.6156
414622,116.23722
233713,129.74226
128012,75.903984
296585,90.31948
171414,123.97666
186671,113.31727
282724,243.18912
279160,220.56567
317865,142.35504
193429,104.136444
412197,72.750694
6939,142.87451
99570,89.229576
264187,121.3493
144572,47.516346
359264,206.73143
487808,60.187946
539574,114.07601
181566,72.818
375268,93.77481
18589,173.84407
168613,89.03206
374399,105.346344
457041,85.93622
457149,141.22028
281111,143.80305
237030,152.90749
509637,112.957146
234080,147.63478
226992,65.27162
2996,97.03704
111734,319.76794
385585,180.24985
440142,53.117172
342197,137.8562
18052,211.5631
304438,84.08076
91345,39.99298
119670,52.177105
61697,150.77055
37812,45.15304
226358,220.01407
387367,94.6202
47901,125.961174
416608,192.05832
80749,79.04327
456447,95.46048
116113,100.157684
279794,177.51389
538523,129.50166
57662,87.41105
32733,87.16535
167513,105.74222
177345,62.525375
201359,50.38123
113470,65.392265
317715,142.14795
136053,140.19955
148316,167.5324
493195,115.053505
93032,212.14531
59618,79.94474
205094,341.06345
43809,297.59018
379979,66.949684
271173,125.12549
238687,102.870476
389048,216.15622
420017,191.2446
635,48.894608
110428,126.94288
428025,149.21121
137149,369.0463
491933,79.37203
351695,275.05554
120496,115.61482
285501,147.40482
76948,76.900406
371695,151.48297
373820,119.61333
525459,54.19129
16059,133.49057
544726,87.86032
22931,75.74483
547572,160.39697
255880,68.11692
526498,85.77708
276831,98.8666
338606,80.18402
484342,120.13866
274901,139.3861
243013,142.82428
64905,117.54932
308748,89.74312
11927,132.67668
38307,89.09821
43764,179.4223
319641,122.30078
309171,39.923702
140610,259.89316
186911,102.19485
359960,61.841473
497454,72.319
86285,98.85908
290472,105.95576
469589,60.403492
502114,208.69879
428373,172.1466
279355,169.7778
342938,59.688843
33937,226.49442
287498,74.8213
84650,135.97559
541115,64.519035
291615,43.46396
326208,100.73472
369216,58.33963
299758,129.68028
187070,103.81686
495997,66.740166
206836,90.717636
44631,134.97832
300307,67.57432
141162,94.99391
29896,105.12241
447315,151.2074
331466,125.51919
480096,79.28637
12350,62.144814
245983,160.9571
544496,78.72977
324948,81.04935
361739,197.91516
373700,114.86359
92496,184.84285
370840,123.1033
507290,148.91862
15299,126.445335
317460,93.49722
245397,81.93485
282006,159.09033
188220,79.15414
264465,97.9225
126025,332.53174
190463,184.87457
85757,9.672154
199796,117.19231
141372,108.679565
4435,95.68502
402118,187.56831
176984,187.459
27582,87.54341
544650,96.95125
308663,92.6218
430170,95.258484
30564,105.36317
338671,63.467518
240498,138.11604
195960,134.51297
34992,121.40058
86366,125.61554
237990,240.11757
211896,2.7327228
400190,192.16833
458592,107.43378
109977,86.16154
240514,170.32812
218148,83.09216
414662,80.18649
241982,82.598656
530677,144.1859
468254,207.52904
256458,69.87014
259782,123.38772
170199,82.872604
512172,175.595
424767,23.407274
110761,147.93898
147253,284.26233
482847,139.94977
74282,108.901474
503176,86.283485
101504,64.12651
80954,74.89234
16729,147.16364
365819,102.4439
373866,133.61157
105993,126.65338
169703,82.96513
92904,227.11523
418280,211.0282
73061,73.55494
414030,108.56898
404787,70.29437
435168,102.65907
318696,136.13576
62301,109.51161
391994,159.28632
282351,192.60052
226639,155.08322
10205,103.82291
535383,196.4677
133705,87.66049
427253,227.28477
503554,148.02493
106946,105.86343
274130,80.2745
328099,75.647736
121312,73.61925
382422,112.93802
505790,114.850044
43693,206.55177
330110,141.97679
270885,183.84389
96306,122.77728
373244,84.87543
345458,145.2523
67258,115.61756
382923,88.53732
112094,286.14093
446161,94.44172
272477,93.48172
260102,58.491596
301616,158.3064
388698,96.971054
124123,119.52906
60038,157.0859
517366,113.94934
222779,82.01407
500031,120.68132
434739,75.21624
70831,102.91404
530707,80.28209
379395,195.3826
27912,46.428154
368943,64.02533
111530,188.19186
189228,152.6078
236373,151.13075
438229,103.58036
307859,13.6236
499359,172.96976
175494,37.422478
496923,84.99429
293687,104.35867
428583,171.11142
353332,82.994385
405609,141.39618
2638,93.696014
486016,132.57657
233103,201.0237
423714,69.79937
509079,98.1886
364031,97.963806
320505,171.5709
357260,92.83169
158325,172.74646
64478,155.21071
103710,128.76637
423126,158.02834
528085,193.74553
377976,46.74976
221791,196.27579
15184,62.84135
411218,178.62607
332391,251.65523
301599,117.84206
338490,112.04383
466722,51.523994
488581,60.747402
390468,166.10861
443301,86.47098
531531,156.19936
92884,168.07602
121736,80.06897
155048,91.21385
110843,100.34846
221572,239.16083
504076,117.37294
337424,137.92067
98964,235.61183
347694,114.42515
117661,111.43723
261089,97.173996
120351,81.11741
541502,81.62627
172093,162.95148
421178,152.5673
453548,156.73357
371652,181.34264
60526,76.747116
26345,181.86658
359324,111.483665
444375,15.542968
355787,139.5109
328971,96.11043
166542,107.354706
310112,72.01835
46520,118.46804
37347,90.68011
392392,259.80124
433635,121.53503
209188,112.98708
29303,101.470146
270880,138.45367
295268,64.62437
455389,99.0869
21723,89.065895
191549,126.80672
451263,79.02868
479008,229.98785
158672,153.63351
292677,105.42455
462149,107.76345
162848,131.70691
440063,74.40201
235594,195.18716
525311,89.12307
205085,333.41156
86722,124.4025
496339,121.736145
511990,180.75798
125440,117.35255
501036,125.004715
454498,184.12201
369430,145.87666
375657,247.57373
469541,150.72632
101576,82.565636
439352,99.74153
451830,135.99081
73111,107.31658
72398,79.99005
299647,159.76096
101339,83.80951
241914,50.805702
28079,146.86618
352812,107.70613
76989,112.83177
396692,161.78773
410037,86.46958
67214,112.208786
236080,167.53
539133,166.03409
436908,93.84541
325750,129.96768
183417,174.49226
190862,140.14194
286719,317.79205
283511,166.03497
499199,94.250305
517304,87.24686
96923,129.82928
47299,116.433365
39549,180.88625
26147,131.83755
244087,74.11216
378315,145.61235
13604,124.36838
81212,97.495705
547899,114.24147
331207,76.06635
514952,100.1496
498980,166.64445
463501,162.29747
293787,102.9411
517108,105.5078
40857,80.57439
522184,166.51955
91419,62.932827
107693,95.9582
499552,84.27118
327686,88.33579
105038,91.53403
311461,187.77107
435042,70.39072
533186,127.46704
196892,92.9253
257511,119.099266
531072,151.76091
479587,130.4946
478850,87.756134
126538,134.2438
330121,204.18869
310504,376.79492
383213,79.973755
158935,95.19907
184800,116.79082
187820,88.95231
519683,35.823196
410748,175.72456
462332,152.86781
354317,120.31908
380187,100.32448
172373,113.74948
514845,147.58229
72921,85.95563
70024,98.778435
511885,186.7808
106557,137.86426
236632,150.43593
185113,204.50127
284691,130.51125
39992,87.28898
442360,75.96494
124683,119.595406
485202,121.161156
262732,102.77368
445885,98.32231
538648,114.13031
300280,105.14264
142958,401.88647
201337,79.67631
507725,185.91394
459333,115.6212
418669,26.747585
68528,23.658367
382931,113.52298
76496,111.97374
30166,128.00394
268255,138.37102
91158,82.754486
453320,97.09404
290199,123.034546
43608,193.5557
480276,91.572395
394022,118.50607
375866,251.27531
293823,138.63658
5814,126.09249
131680,87.037186
99943,80.38832
290642,99.64989
405842,113.89189
40513,72.72762
418189,159.17555
206503,152.88736
86089,103.6012
315489,125.172806
116874,89.60756
481250,113.742096
245967,87.5336
536437,90.560326
510998,98.97659
211874,107.14364
475843,206.25058
266078,121.09007
41591,64.95698
448649,142.89725
307956,74.03376
204376,130.76067
55631,218.50447
408089,101.96589
182413,309.51593
215482,186.6565
77903,143.19907
195374,122.62181
451189,88.77677
142641,110.74867
133956,74.90165
94732,153.18314
353336,112.061676
456282,113.62131
205532,306.45856
134682,132.51138
384611,281.4712
547656,83.02934
196505,116.45802
227473,54.071552
374292,113.51025
231414,130.78046
458787,104.244415
366497,48.660175
243042,173.57454
43979,236.68535
167510,129.76839
171877,174.75496
274838,132.1013
155132,161.76613
153890,94.4653
413451,118.33779
312233,105.798325
251885,117.58118
236479,164.69835
477948,51.204266
474126,89.8308
376547,118.0235
435967,141.46362
529136,66.12025
490741,92.73436
247406,179.04065
122818,200.42317
465950,61.99288
101904,79.37142
396920,141.71724
92821,287.36588
383804,112.72252
397359,97.74321
315040,130.81096
96031,96.68716
93481,138.24348
193114,99.97271
85709,111.68058
89478,109.62587
320720,161.05817
33258,164.77538
205349,386.31644
67629,140.15636
124734,112.891846
473337,99.164696
